,product_code,state,timestamp,tick_id,best_bid,best_ask,best_bid_size,best_ask_size,total_bid_depth,total_ask_depth,market_bid_size,market_ask_size,ltp,volume,volume_by_product,datetime
252700,ETH_JPY,RUNNING,2022-02-23T18:46:55.26,37365169.0,305501.0,305750.0,3.88,0.65,4036.5590683,2349.3885626,0.0,0.0,305750.0,13973.2153152,13973.2153152,2022-02-23 18:46:55.260000+00:00
252701,ETH_JPY,RUNNING,2022-02-23T18:46:56.593,37365193.0,305498.0,305750.0,0.2,0.65,4036.5590683,2475.8385626,0.0,0.0,305750.0,13973.2153152,13973.2153152,2022-02-23 18:46:56.593000+00:00
252702,ETH_JPY,RUNNING,2022-02-23T18:46:57.253,37365198.0,305498.0,305750.0,0.2,0.65,4032.6790683,2475.6525626,0.0,0.0,305750.0,13973.2153152,13973.2153152,2022-02-23 18:46:57.253000+00:00
252703,ETH_JPY,RUNNING,2022-02-23T18:46:57.4,37365201.0,305498.0,305750.0,0.2,0.65,4036.5590683,2475.6525626,0.0,0.0,305750.0,13973.2153152,13973.2153152,2022-02-23 18:46:57.400000+00:00
252704,ETH_JPY,RUNNING,2022-02-23T18:46:57.4,37365201.0,305498.0,305750.0,0.2,0.65,4036.5590683,2475.6525626,0.0,0.0,305750.0,13973.2153152,13973.2153152,2022-02-23 18:46:57.400000+00:00
252705,ETH_JPY,RUNNING,2022-02-23T18:46:58.91,37365241.0,305498.0,305750.0,0.2,0.64,4036.5071787,2475.6325626,0.0,0.0,305750.0,13973.2253152,13973.2253152,2022-02-23 18:46:58.910000+00:00
252706,ETH_JPY,RUNNING,2022-02-23T18:46:59.25,37365247.0,305503.0,305750.0,0.1,0.64,4032.7532909,2475.6425626,0.0,0.0,305750.0,13973.2253152,13973.2253152,2022-02-23 18:46:59.250000+00:00
252707,ETH_JPY,RUNNING,2022-02-23T18:46:59.48,37365255.0,305503.0,305750.0,0.1,0.64,4032.8264179,2475.6516904,0.0,0.0,305750.0,13973.2153152,13973.2153152,2022-02-23 18:46:59.480000+00:00
252708,ETH_JPY,RUNNING,2022-02-23T18:47:00.947,37365287.0,305498.0,305750.0,0.2,0.54,4021.4971787,2475.5325626,0.0,0.0,305750.0,13973.3153152,13973.3153152,2022-02-23 18:47:00.947000+00:00
252709,ETH_JPY,RUNNING,2022-02-23T18:47:01.203,37365293.0,305498.0,305750.0,0.2,0.54,4032.6371787,2475.5425626,0.0,0.0,305750.0,13973.3153152,13973.3153152,2022-02-23 18:47:01.203000+00:00
252710,ETH_JPY,RUNNING,2022-02-23T18:47:01.203,37365293.0,305498.0,305750.0,0.2,0.54,4032.6371787,2475.5425626,0.0,0.0,305750.0,13973.3153152,13973.3153152,2022-02-23 18:47:01.203000+00:00
252711,ETH_JPY,RUNNING,2022-02-23T18:47:02.407,37365330.0,305513.0,305776.0,0.1,0.9,4035.9723791,2475.6205626,0.0,0.0,305750.0,13973.3153152,13973.3153152,2022-02-23 18:47:02.407000+00:00
252712,ETH_JPY,RUNNING,2022-02-23T18:47:02.88,37365346.0,305570.0,305794.0,1.59,0.66,4036.5008421,2468.2454722,0.0,0.0,305750.0,13973.3153152,13973.3153152,2022-02-23 18:47:02.880000+00:00
252713,ETH_JPY,RUNNING,2022-02-23T18:47:03.833,37365383.0,305628.0,305853.0,1.13,0.02,4031.1093791,2474.967345,0.0,0.0,305750.0,13973.3153152,13973.3153152,2022-02-23 18:47:03.833000+00:00
252714,ETH_JPY,RUNNING,2022-02-23T18:47:03.833,37365383.0,305628.0,305853.0,1.13,0.02,4031.1093791,2474.967345,0.0,0.0,305750.0,13973.3153152,13973.3153152,2022-02-23 18:47:03.833000+00:00
252715,ETH_JPY,RUNNING,2022-02-23T18:47:04.447,37365405.0,305729.0,305870.0,1.06,0.08,4029.3193791,2459.742345,0.0,0.0,305870.0,13974.8153152,13974.8153152,2022-02-23 18:47:04.447000+00:00
252716,ETH_JPY,RUNNING,2022-02-23T18:47:05.89,37365472.0,305751.0,306011.0,0.2,0.86,4034.2687608,2470.728345,0.0,0.0,305870.0,13974.8953152,13974.8953152,2022-02-23 18:47:05.890000+00:00
252717,ETH_JPY,RUNNING,2022-02-23T18:47:06.567,37365484.0,305751.0,305954.0,0.2,0.73,4027.5837608,2482.0498049,0.0,0.0,305870.0,13974.8953152,13974.8953152,2022-02-23 18:47:06.567000+00:00
252718,ETH_JPY,RUNNING,2022-02-23T18:47:07.163,37365495.0,305751.0,305954.0,0.2,0.73,4031.4637608,2481.3888049,0.0,0.0,305870.0,13974.8953152,13974.8953152,2022-02-23 18:47:07.163000+00:00
252719,ETH_JPY,RUNNING,2022-02-23T18:47:07.81,37365507.0,305751.0,306011.0,0.2,0.86,4038.0387608,2476.191345,0.0,0.0,305870.0,13974.8953152,13974.8953152,2022-02-23 18:47:07.810000+00:00
252720,ETH_JPY,RUNNING,2022-02-23T18:47:08.367,37365520.0,305751.0,306011.0,0.2,0.86,4038.0487608,2477.4273271,0.0,0.0,305870.0,13974.8953152,13974.8953152,2022-02-23 18:47:08.367000+00:00
252721,ETH_JPY,RUNNING,2022-02-23T18:47:08.737,37365537.0,305751.0,306011.0,0.2,0.85,4026.8137608,2477.3973271,0.0,0.0,306011.0,13974.9053152,13974.9053152,2022-02-23 18:47:08.737000+00:00
252722,ETH_JPY,RUNNING,2022-02-23T18:47:08.873,37365541.0,305752.0,306011.0,5.9,0.85,4036.5937608,2477.3973271,0.0,0.0,306011.0,13974.9053152,13974.9053152,2022-02-23 18:47:08.873000+00:00
252723,ETH_JPY,RUNNING,2022-02-23T18:47:10.28,37365587.0,305751.0,305872.0,0.2,0.67,4024.5006157,2496.7713271,0.0,0.0,305750.0,13976.1264603,13976.1264603,2022-02-23 18:47:10.280000+00:00
252724,ETH_JPY,RUNNING,2022-02-23T18:47:10.98,37365600.0,305751.0,305871.0,0.2,8.12,4016.6256157,2496.6913271,0.0,0.0,305750.0,13976.1164603,13976.1164603,2022-02-23 18:47:10.980000+00:00
252725,ETH_JPY,RUNNING,2022-02-23T18:47:10.98,37365600.0,305751.0,305871.0,0.2,8.12,4016.6256157,2496.6913271,0.0,0.0,305750.0,13976.1164603,13976.1164603,2022-02-23 18:47:10.980000+00:00
252726,ETH_JPY,RUNNING,2022-02-23T18:47:12.213,37365646.0,305499.0,305725.0,0.01,1.63,4012.0673791,2492.5462549,0.0,0.0,305750.0,13977.9476969,13977.9476969,2022-02-23 18:47:12.213000+00:00
252727,ETH_JPY,RUNNING,2022-02-23T18:47:12.553,37365657.0,305499.0,305724.0,0.01,8.32,4011.9560461,2500.6762549,0.0,0.0,305750.0,13977.9476969,13977.9476969,2022-02-23 18:47:12.553000+00:00
252728,ETH_JPY,RUNNING,2022-02-23T18:47:12.553,37365657.0,305499.0,305724.0,0.01,8.32,4011.9560461,2500.6762549,0.0,0.0,305750.0,13977.9476969,13977.9476969,2022-02-23 18:47:12.553000+00:00
252729,ETH_JPY,RUNNING,2022-02-23T18:47:13.72,37365676.0,305499.0,305722.0,0.01,8.12,4012.3200461,2499.0062549,0.0,0.0,305750.0,13977.9476969,13977.9476969,2022-02-23 18:47:13.720000+00:00
252730,ETH_JPY,RUNNING,2022-02-23T18:47:14.077,37365678.0,305499.0,305721.0,0.01,0.2,4012.3200461,2499.0062549,0.0,0.0,305750.0,13977.9476969,13977.9476969,2022-02-23 18:47:14.077000+00:00
252731,ETH_JPY,RUNNING,2022-02-23T18:47:14.54,37365684.0,305499.0,305720.0,0.7629057,8.12,4013.0729518,2498.8062549,0.0,0.0,305750.0,13977.9476969,13977.9476969,2022-02-23 18:47:14.540000+00:00
252732,ETH_JPY,RUNNING,2022-02-23T18:47:15.163,37365691.0,305499.0,305724.0,0.7629057,0.55,4013.0729518,2490.6862549,0.0,0.0,305750.0,13977.9476969,13977.9476969,2022-02-23 18:47:15.163000+00:00
252733,ETH_JPY,RUNNING,2022-02-23T18:47:16.467,37365712.0,305499.0,305721.0,0.7629057,8.12,4019.5409518,2499.0162549,0.0,0.0,305750.0,13977.9476969,13977.9476969,2022-02-23 18:47:16.467000+00:00
252734,ETH_JPY,RUNNING,2022-02-23T18:47:16.59,37365716.0,305499.0,305715.0,0.7629057,8.12,4019.5409518,2498.8062549,0.0,0.0,305750.0,13977.9476969,13977.9476969,2022-02-23 18:47:16.590000+00:00
252735,ETH_JPY,RUNNING,2022-02-23T18:47:17.67,37365737.0,305499.0,305712.0,0.7629057,8.12,4020.1552848,2498.8062549,0.0,0.0,305750.0,13977.9476969,13977.9476969,2022-02-23 18:47:17.670000+00:00
252736,ETH_JPY,RUNNING,2022-02-23T18:47:18.217,37365746.0,305499.0,305710.0,0.7629057,8.12,4019.9382848,2492.1212549,0.0,0.0,305750.0,13977.9476969,13977.9476969,2022-02-23 18:47:18.217000+00:00
252737,ETH_JPY,RUNNING,2022-02-23T18:47:19.15,37365761.0,305499.0,305722.0,0.7629057,0.2,4019.3452848,2493.1272549,0.0,0.0,305750.0,13977.9476969,13977.9476969,2022-02-23 18:47:19.150000+00:00
252738,ETH_JPY,RUNNING,2022-02-23T18:47:19.663,37365768.0,305499.0,305721.0,0.7529057,8.12,4019.5352848,2499.8122549,0.0,0.0,305499.0,13977.9576969,13977.9576969,2022-02-23 18:47:19.663000+00:00
252739,ETH_JPY,RUNNING,2022-02-23T18:47:19.8,37365769.0,305499.0,305721.0,0.7529057,8.12,4019.5352848,2499.6122549,0.0,0.0,305499.0,13977.9576969,13977.9576969,2022-02-23 18:47:19.800000+00:00
252740,ETH_JPY,RUNNING,2022-02-23T18:47:21.073,37365806.0,305499.0,305717.0,0.7529057,8.12,4018.9262914,2497.6872728,0.0,0.0,305499.0,13977.9576969,13977.9576969,2022-02-23 18:47:21.073000+00:00
252741,ETH_JPY,RUNNING,2022-02-23T18:47:21.793,37365811.0,305499.0,305717.0,0.7529057,8.12,4018.9262914,2500.4106545,0.0,0.0,305499.0,13977.9476969,13977.9476969,2022-02-23 18:47:21.793000+00:00
252742,ETH_JPY,RUNNING,2022-02-23T18:47:21.933,37365813.0,305499.0,305716.0,0.7529057,0.2,4012.9262914,2500.6106545,0.0,0.0,305499.0,13977.9476969,13977.9476969,2022-02-23 18:47:21.933000+00:00
252743,ETH_JPY,RUNNING,2022-02-23T18:47:23.067,37365841.0,305459.0,305714.0,6.685,0.2,4019.9823857,2500.7476545,0.0,0.0,305499.0,13977.9476969,13977.9476969,2022-02-23 18:47:23.067000+00:00
252744,ETH_JPY,RUNNING,2022-02-23T18:47:23.237,37365847.0,305459.0,305714.0,6.685,8.32,4021.6103457,2500.9870345,0.0,0.0,305499.0,13977.9476969,13977.9476969,2022-02-23 18:47:23.237000+00:00
252745,ETH_JPY,RUNNING,2022-02-23T18:47:23.57,37365856.0,305459.0,305713.0,6.685,8.12,4019.8934924,2500.8109512,0.0,0.0,305499.0,13977.9476969,13977.9476969,2022-02-23 18:47:23.570000+00:00
252746,ETH_JPY,RUNNING,2022-02-23T18:47:23.95,37365860.0,305459.0,305713.0,6.685,8.32,4019.8834858,2500.7870345,0.0,0.0,305499.0,13977.9476969,13977.9476969,2022-02-23 18:47:23.950000+00:00
252747,ETH_JPY,RUNNING,2022-02-23T18:47:24.74,37365869.0,305459.0,305711.0,6.685,8.12,4019.8834858,2500.8061679,0.0,0.0,305499.0,13977.9476969,13977.9476969,2022-02-23 18:47:24.740000+00:00
252748,ETH_JPY,RUNNING,2022-02-23T18:47:25.73,37365887.0,305459.0,305709.0,6.685,8.32,4018.3334858,2501.0541664,0.0,0.0,305499.0,13977.9476969,13977.9476969,2022-02-23 18:47:25.730000+00:00
252749,ETH_JPY,RUNNING,2022-02-23T18:47:26.573,37365907.0,305459.0,305714.0,6.685,0.2,4023.8223753,2485.9920345,0.0,0.0,305499.0,13977.9476969,13977.9476969,2022-02-23 18:47:26.573000+00:00
252750,ETH_JPY,RUNNING,2022-02-23T18:47:26.573,37365907.0,305459.0,305714.0,6.685,0.2,4023.8223753,2485.9920345,0.0,0.0,305499.0,13977.9476969,13977.9476969,2022-02-23 18:47:26.573000+00:00
252751,ETH_JPY,RUNNING,2022-02-23T18:47:27.833,37365943.0,305500.0,305802.0,1.62,0.68,4022.4185012,2479.5020709,0.0,0.0,305499.0,13977.9476969,13977.9476969,2022-02-23 18:47:27.833000+00:00
252752,ETH_JPY,RUNNING,2022-02-23T18:47:28.69,37365965.0,305563.0,305801.0,1.6,0.2,4025.8958307,2480.0786165,0.0,0.0,305499.0,13977.9476969,13977.9476969,2022-02-23 18:47:28.690000+00:00
252753,ETH_JPY,RUNNING,2022-02-23T18:47:29.337,37365980.0,305563.0,305801.0,1.6,0.2,4029.74449,2478.8696165,0.0,0.0,305499.0,13977.9476969,13977.9476969,2022-02-23 18:47:29.337000+00:00
252754,ETH_JPY,RUNNING,2022-02-23T18:47:29.337,37365980.0,305563.0,305801.0,1.6,0.2,4029.74449,2478.8696165,0.0,0.0,305499.0,13977.9476969,13977.9476969,2022-02-23 18:47:29.337000+00:00
252755,ETH_JPY,RUNNING,2022-02-23T18:47:29.89,37365993.0,305563.0,305801.0,1.6,0.2,4029.4774858,2485.5446165,0.0,0.0,305499.0,13977.9476969,13977.9476969,2022-02-23 18:47:29.890000+00:00
252756,ETH_JPY,RUNNING,2022-02-23T18:47:31.29,37366024.0,305500.0,305794.0,1.62,1.02,4022.3454858,2486.7466165,0.0,0.0,305563.0,13977.9576969,13977.9576969,2022-02-23 18:47:31.290000+00:00
252757,ETH_JPY,RUNNING,2022-02-23T18:47:31.877,37366037.0,305564.0,305827.0,1.56,0.91,4029.0054858,2477.2716165,0.0,0.0,305563.0,13977.9576969,13977.9576969,2022-02-23 18:47:31.877000+00:00
252758,ETH_JPY,RUNNING,2022-02-23T18:47:32.453,37366053.0,305633.0,305872.0,1.64,0.67,4024.2144858,2477.6016165,0.0,0.0,305563.0,13977.9476969,13977.9476969,2022-02-23 18:47:32.453000+00:00
252759,ETH_JPY,RUNNING,2022-02-23T18:47:32.667,37366062.0,305633.0,305871.0,1.64,0.2,4030.3144858,2476.521725,0.0,0.0,305563.0,13977.9476969,13977.9476969,2022-02-23 18:47:32.667000+00:00
252760,ETH_JPY,RUNNING,2022-02-23T18:47:32.763,37366069.0,305633.0,305895.0,2.19,0.77,4030.8644858,2476.071725,0.0,0.0,305895.0,13978.9476969,13978.9476969,2022-02-23 18:47:32.763000+00:00
252761,ETH_JPY,RUNNING,2022-02-23T18:47:33.94,37366098.0,305635.0,305895.0,0.2,0.77,4032.8394858,2484.4498521,0.0,0.0,305895.0,13978.9476969,13978.9476969,2022-02-23 18:47:33.940000+00:00
252762,ETH_JPY,RUNNING,2022-02-23T18:47:35.15,37366126.0,305633.0,305858.0,1.64,0.87,4022.3195981,2485.5408521,0.0,0.0,305895.0,13978.9476969,13978.9476969,2022-02-23 18:47:35.150000+00:00
252763,ETH_JPY,RUNNING,2022-02-23T18:47:35.413,37366131.0,305634.0,305858.0,0.2,0.87,4016.9995981,2485.5408521,0.0,0.0,305895.0,13978.9476969,13978.9476969,2022-02-23 18:47:35.413000+00:00
252764,ETH_JPY,RUNNING,2022-02-23T18:47:36.097,37366150.0,305573.0,305858.0,0.1,0.87,4023.7584858,2485.4378521,0.0,0.0,305895.0,13978.9476969,13978.9476969,2022-02-23 18:47:36.097000+00:00
252765,ETH_JPY,RUNNING,2022-02-23T18:47:36.557,37366158.0,305573.0,305858.0,0.1,0.87,4027.6384858,2486.0578521,0.0,0.0,305895.0,13978.9476969,13978.9476969,2022-02-23 18:47:36.557000+00:00
252766,ETH_JPY,RUNNING,2022-02-23T18:47:37.29,37366160.0,305573.0,305858.0,0.1,0.87,4021.6784858,2486.4918521,0.0,0.0,305895.0,13978.9476969,13978.9476969,2022-02-23 18:47:37.290000+00:00
252767,ETH_JPY,RUNNING,2022-02-23T18:47:37.307,37366161.0,305573.0,305858.0,0.1,0.87,4021.6784858,2485.8718521,0.0,0.0,305895.0,13978.9476969,13978.9476969,2022-02-23 18:47:37.307000+00:00
252768,ETH_JPY,RUNNING,2022-02-23T18:47:38.433,37366181.0,305565.0,305828.0,0.2,0.75,4023.4833753,2494.3388521,0.0,0.0,305895.0,13978.9476969,13978.9476969,2022-02-23 18:47:38.433000+00:00
252769,ETH_JPY,RUNNING,2022-02-23T18:47:38.433,37366181.0,305565.0,305828.0,0.2,0.75,4023.4833753,2494.3388521,0.0,0.0,305895.0,13978.9476969,13978.9476969,2022-02-23 18:47:38.433000+00:00
252770,ETH_JPY,RUNNING,2022-02-23T18:47:39.823,37366191.0,305515.0,305783.0,6.685,0.9,4021.0613753,2487.2738521,0.0,0.0,305895.0,13978.9476969,13978.9476969,2022-02-23 18:47:39.823000+00:00
252771,ETH_JPY,RUNNING,2022-02-23T18:47:40.14,37366201.0,305515.0,305782.0,6.685,8.12,4020.7094858,2496.6178521,0.0,0.0,305895.0,13978.9376969,13978.9376969,2022-02-23 18:47:40.140000+00:00
252773,ETH_JPY,RUNNING,2022-02-23T18:47:41.317,37366215.0,305515.0,305589.0,6.675,0.17,4020.6994858,2489.3498521,0.0,0.0,305515.0,13978.9476969,13978.9476969,2022-02-23 18:47:41.317000+00:00
252772,ETH_JPY,RUNNING,2022-02-23T18:47:41.317,37366215.0,305515.0,305589.0,6.675,0.17,4020.6994858,2489.3498521,0.0,0.0,305515.0,13978.9476969,13978.9476969,2022-02-23 18:47:41.317000+00:00
252774,ETH_JPY,RUNNING,2022-02-23T18:47:42.423,37366231.0,305516.0,305733.0,5.9,0.2,4026.5994858,2489.8298521,0.0,0.0,305654.0,13987.2376969,13987.2376969,2022-02-23 18:47:42.423000+00:00
252775,ETH_JPY,RUNNING,2022-02-23T18:47:42.64,37366236.0,305516.0,305733.0,5.9,0.55,4026.6051526,2490.1898521,0.0,0.0,305654.0,13987.2376969,13987.2376969,2022-02-23 18:47:42.640000+00:00
252776,ETH_JPY,RUNNING,2022-02-23T18:47:43.503,37366242.0,305516.0,305732.0,5.89,0.2,4027.0601526,2490.3898521,0.0,0.0,305516.0,13987.2376969,13987.2376969,2022-02-23 18:47:43.503000+00:00
252777,ETH_JPY,RUNNING,2022-02-23T18:47:44.537,37366250.0,305516.0,305759.0,5.89,0.66,4026.5584858,2489.6398521,0.0,0.0,305516.0,13987.2376969,13987.2376969,2022-02-23 18:47:44.537000+00:00
252778,ETH_JPY,RUNNING,2022-02-23T18:47:44.67,37366251.0,305516.0,305758.0,5.89,0.2,4026.5584858,2489.8398521,0.0,0.0,305516.0,13987.2376969,13987.2376969,2022-02-23 18:47:44.670000+00:00
252779,ETH_JPY,RUNNING,2022-02-23T18:47:44.67,37366251.0,305516.0,305758.0,5.89,0.2,4026.5584858,2489.8398521,0.0,0.0,305516.0,13987.2376969,13987.2376969,2022-02-23 18:47:44.670000+00:00
252780,ETH_JPY,RUNNING,2022-02-23T18:47:45.573,37366257.0,305516.0,305758.0,5.89,0.2,4026.5641526,2489.8398521,0.0,0.0,305516.0,13987.2376969,13987.2376969,2022-02-23 18:47:45.573000+00:00
252781,ETH_JPY,RUNNING,2022-02-23T18:47:46.78,37366264.0,305516.0,305758.0,5.89,0.2,4038.5584858,2489.8398521,0.0,0.0,305516.0,13987.2376969,13987.2376969,2022-02-23 18:47:46.780000+00:00
252782,ETH_JPY,RUNNING,2022-02-23T18:47:47.193,37366273.0,305516.0,305758.0,5.99,0.2,4038.6902668,2489.8398521,0.0,0.0,305516.0,13987.2376969,13987.2376969,2022-02-23 18:47:47.193000+00:00
252783,ETH_JPY,RUNNING,2022-02-23T18:47:47.95,37366294.0,305527.0,305783.0,1.16,0.9,4027.7317253,2487.3855437,0.0,0.0,305516.0,13987.2376969,13987.2376969,2022-02-23 18:47:47.950000+00:00
252784,ETH_JPY,RUNNING,2022-02-23T18:47:48.377,37366305.0,305579.0,305828.0,1.57,0.75,4041.4954858,2486.4568521,0.0,0.0,305516.0,13987.2376969,13987.2376969,2022-02-23 18:47:48.377000+00:00
252785,ETH_JPY,RUNNING,2022-02-23T18:47:48.64,37366309.0,305579.0,305828.0,1.57,0.75,4029.4024858,2486.4568521,0.0,0.0,305516.0,13987.2376969,13987.2376969,2022-02-23 18:47:48.640000+00:00
252786,ETH_JPY,RUNNING,2022-02-23T18:47:49.913,37366338.0,305517.0,305771.0,0.21,0.87,4026.5924858,2488.2078521,0.0,0.0,305516.0,13987.2376969,13987.2376969,2022-02-23 18:47:49.913000+00:00
252787,ETH_JPY,RUNNING,2022-02-23T18:47:50.283,37366341.0,305517.0,305755.0,0.21,0.75,4026.6544858,2489.4848521,0.0,0.0,305516.0,13987.2376969,13987.2376969,2022-02-23 18:47:50.283000+00:00
252789,ETH_JPY,RUNNING,2022-02-23T18:47:51.087,37366354.0,305517.0,305754.0,0.01,0.2,4019.7154858,2489.2918521,0.0,0.0,305516.0,13987.2376969,13987.2376969,2022-02-23 18:47:51.087000+00:00
252788,ETH_JPY,RUNNING,2022-02-23T18:47:51.087,37366354.0,305517.0,305754.0,0.01,0.2,4019.7154858,2489.2918521,0.0,0.0,305516.0,13987.2376969,13987.2376969,2022-02-23 18:47:51.087000+00:00
252790,ETH_JPY,RUNNING,2022-02-23T18:47:52.44,37366374.0,305517.0,305752.0,0.55,0.2,4013.5970439,2489.1678521,0.0,0.0,305517.0,13987.2476969,13987.2476969,2022-02-23 18:47:52.440000+00:00
252791,ETH_JPY,RUNNING,2022-02-23T18:47:52.667,37366377.0,305517.0,305752.0,0.55,0.2,4013.2870439,2489.6638521,0.0,0.0,305517.0,13987.2476969,13987.2476969,2022-02-23 18:47:52.667000+00:00
252792,ETH_JPY,RUNNING,2022-02-23T18:47:53.76,37366386.0,305517.0,305752.0,0.55,0.2,4019.8424858,2489.6638521,0.0,0.0,305517.0,13987.2376969,13987.2376969,2022-02-23 18:47:53.760000+00:00
252793,ETH_JPY,RUNNING,2022-02-23T18:47:54.487,37366390.0,305517.0,305752.0,0.55,0.2,4019.9144858,2489.6638521,0.0,0.0,305517.0,13987.2376969,13987.2376969,2022-02-23 18:47:54.487000+00:00
252794,ETH_JPY,RUNNING,2022-02-23T18:47:54.487,37366390.0,305517.0,305752.0,0.55,0.2,4019.9144858,2489.6638521,0.0,0.0,305517.0,13987.2376969,13987.2376969,2022-02-23 18:47:54.487000+00:00
252795,ETH_JPY,RUNNING,2022-02-23T18:47:55.833,37366393.0,305517.0,305752.0,0.55,0.2,4019.8524858,2489.2918521,0.0,0.0,305517.0,13987.2376969,13987.2376969,2022-02-23 18:47:55.833000+00:00
252796,ETH_JPY,RUNNING,2022-02-23T18:47:56.213,37366394.0,305517.0,305752.0,0.55,0.2,4020.3174858,2489.2918521,0.0,0.0,305517.0,13987.2376969,13987.2376969,2022-02-23 18:47:56.213000+00:00
252797,ETH_JPY,RUNNING,2022-02-23T18:47:56.213,37366394.0,305517.0,305752.0,0.55,0.2,4020.3174858,2489.2918521,0.0,0.0,305517.0,13987.2376969,13987.2376969,2022-02-23 18:47:56.213000+00:00
252798,ETH_JPY,RUNNING,2022-02-23T18:47:57.45,37366395.0,305517.0,305752.0,0.55,0.2,4020.3174858,2489.1678521,0.0,0.0,305517.0,13987.2376969,13987.2376969,2022-02-23 18:47:57.450000+00:00
252799,ETH_JPY,RUNNING,2022-02-23T18:47:58.02,37366401.0,305454.0,305728.0,0.19,1.1,4018.1374858,2490.2888521,0.0,0.0,305517.0,13987.2376969,13987.2376969,2022-02-23 18:47:58.020000+00:00
252800,ETH_JPY,RUNNING,2022-02-23T18:47:58.88,37366416.0,305454.0,305700.0,0.19,0.2,4021.4604858,2490.3188521,0.0,0.0,305517.0,13987.2376969,13987.2376969,2022-02-23 18:47:58.880000+00:00
252801,ETH_JPY,RUNNING,2022-02-23T18:47:59.68,37366420.0,305454.0,305700.0,0.19,0.2,4020.4204858,2490.3332015,0.0,0.0,305517.0,13987.2376969,13987.2376969,2022-02-23 18:47:59.680000+00:00
252802,ETH_JPY,RUNNING,2022-02-23T18:48:00.04,37366425.0,305454.0,305700.0,0.19,0.2,4020.4204858,2489.217725,0.0,0.0,305517.0,13987.2376969,13987.2376969,2022-02-23 18:48:00.040000+00:00
252803,ETH_JPY,RUNNING,2022-02-23T18:48:00.04,37366425.0,305454.0,305700.0,0.19,0.2,4020.4204858,2489.217725,0.0,0.0,305517.0,13987.2376969,13987.2376969,2022-02-23 18:48:00.040000+00:00
252804,ETH_JPY,RUNNING,2022-02-23T18:48:01.25,37366437.0,305454.0,305636.0,0.19,1.22,4007.7354858,2487.4996526,0.0,0.0,305517.0,13987.2376969,13987.2376969,2022-02-23 18:48:01.250000+00:00
252806,ETH_JPY,RUNNING,2022-02-23T18:48:02.063,37366457.0,305454.0,305624.0,0.19,0.84,4018.3043391,2491.7596526,0.0,0.0,305517.0,13987.2376969,13987.2376969,2022-02-23 18:48:02.063000+00:00
252805,ETH_JPY,RUNNING,2022-02-23T18:48:02.063,37366457.0,305454.0,305624.0,0.19,0.84,4018.3043391,2491.7596526,0.0,0.0,305517.0,13987.2376969,13987.2376969,2022-02-23 18:48:02.063000+00:00
252807,ETH_JPY,RUNNING,2022-02-23T18:48:02.913,37366474.0,305373.0,305623.0,0.55,0.2,4021.8076986,2492.2476526,0.0,0.0,305624.0,13987.2476969,13987.2476969,2022-02-23 18:48:02.913000+00:00
252808,ETH_JPY,RUNNING,2022-02-23T18:48:03.713,37366484.0,305555.0,305623.0,4.357,0.2,4025.6896986,2491.3693848,0.0,0.0,305624.0,13987.2476969,13987.2476969,2022-02-23 18:48:03.713000+00:00
252809,ETH_JPY,RUNNING,2022-02-23T18:48:03.713,37366484.0,305555.0,305623.0,4.357,0.2,4025.6896986,2491.3693848,0.0,0.0,305624.0,13987.2476969,13987.2476969,2022-02-23 18:48:03.713000+00:00
252810,ETH_JPY,RUNNING,2022-02-23T18:48:05.263,37366504.0,305373.0,305623.0,0.55,0.2,4022.2006986,2492.1893848,0.0,0.0,305555.0,13991.5946969,13991.5946969,2022-02-23 18:48:05.263000+00:00
252811,ETH_JPY,RUNNING,2022-02-23T18:48:05.98,37366517.0,305360.0,305621.0,1.64,0.75,4013.6366986,2486.9793848,0.0,0.0,305555.0,13991.4946969,13991.4946969,2022-02-23 18:48:05.980000+00:00
252812,ETH_JPY,RUNNING,2022-02-23T18:48:05.98,37366517.0,305360.0,305621.0,1.64,0.75,4013.6366986,2486.9793848,0.0,0.0,305555.0,13991.4946969,13991.4946969,2022-02-23 18:48:05.980000+00:00
252813,ETH_JPY,RUNNING,2022-02-23T18:48:06.937,37366536.0,305315.0,305542.0,0.3,1.15,4012.5776986,2492.7193848,0.0,0.0,305555.0,13991.4946969,13991.4946969,2022-02-23 18:48:06.937000+00:00
252814,ETH_JPY,RUNNING,2022-02-23T18:48:06.98,37366537.0,305315.0,305541.0,0.3,0.2,4012.5776986,2492.9193848,0.0,0.0,305555.0,13991.4946969,13991.4946969,2022-02-23 18:48:06.980000+00:00
252815,ETH_JPY,RUNNING,2022-02-23T18:48:08.523,37366550.0,305315.0,305541.0,0.3,0.2,4020.1206986,2491.1383848,0.0,0.0,305555.0,13991.4946969,13991.4946969,2022-02-23 18:48:08.523000+00:00
252816,ETH_JPY,RUNNING,2022-02-23T18:48:09.047,37366556.0,305315.0,305541.0,0.3,0.2,4020.1306986,2491.1283848,0.0,0.0,305555.0,13991.4946969,13991.4946969,2022-02-23 18:48:09.047000+00:00
252817,ETH_JPY,RUNNING,2022-02-23T18:48:09.47,37366559.0,305315.0,305541.0,0.3,0.2,4020.1306986,2491.1570853,0.0,0.0,305555.0,13991.4946969,13991.4946969,2022-02-23 18:48:09.470000+00:00
